지점,지점명,일시,10CM 일 토양수분(%),20CM 일 토양수분(%),30CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s),토양수분(%)
974,대곡,2019-01-21,14.0,16.0,16.0,1.4,1.7,14.35,35.24435,128.15605,41.666666666666664,1.6,15.333333333333334
974,대곡,2019-01-22,14.0,16.0,15.0,0.4,1.5,13.3,35.24435,128.15605,62.333333333333336,0.75,15.0
974,대곡,2019-01-23,14.0,16.0,15.0,2.2,1.0,12.62,35.24435,128.15605,56.666666666666664,1.0,15.0
974,대곡,2019-01-24,14.0,16.0,15.0,1.4,2.3,14.53,35.24435,128.15605,48.0,1.0,15.0
974,대곡,2019-01-25,14.0,16.0,15.0,-0.1,-1.6,8.19,35.24435,128.15605,50.666666666666664,2.15,15.0
974,대곡,2019-01-26,13.0,16.0,15.0,-1.2,-0.6,15.13,35.24435,128.15605,34.333333333333336,2.55,14.666666666666666
974,대곡,2019-01-27,12.0,16.0,15.0,-2.0,-0.5,15.14,35.24435,128.15605,52.666666666666664,0.75,14.333333333333334
974,대곡,2019-01-28,12.0,16.0,15.0,1.3,1.4,12.28,35.24435,128.15605,46.333333333333336,2.35,14.333333333333334
974,대곡,2019-01-29,13.0,16.0,15.0,-0.3,1.8,14.71,35.24435,128.15605,53.0,0.7,14.666666666666666
974,대곡,2019-01-30,13.0,15.0,15.0,3.5,1.5,9.89,35.24435,128.15605,49.666666666666664,0.6,14.333333333333334
974,대곡,2019-01-31,13.0,16.0,15.0,1.3,-1.2,3.82,35.24435,128.15605,68.0,2.3,14.666666666666666
974,대곡,2019-02-01,16.0,17.0,15.0,-0.4,-2.2,15.51,35.24435,128.15605,53.0,2.8,16.0
974,대곡,2019-02-02,16.0,17.0,15.0,1.0,-1.3,13.09,35.24435,128.15605,66.33333333333333,0.8,16.0
974,대곡,2019-02-03,24.0,20.0,16.0,7.3,2.8,2.58,35.24435,128.15605,85.0,1.2999999999999998,20.0
974,대곡,2019-02-04,20.0,23.0,21.0,4.4,0.6,15.31,35.24435,128.15605,38.333333333333336,2.25,21.333333333333332
974,대곡,2019-02-05,19.0,22.0,20.0,2.2,1.1,14.99,35.24435,128.15605,55.666666666666664,0.5,20.333333333333332
974,대곡,2019-02-06,19.0,21.0,20.0,4.9,2.6,13.76,35.24435,128.15605,59.333333333333336,0.8500000000000001,20.0
974,대곡,2019-02-07,18.0,21.0,19.0,4.4,0.9,9.97,35.24435,128.15605,51.666666666666664,2.45,19.333333333333332
974,대곡,2019-02-08,17.0,20.0,19.0,1.4,1.7,14.08,35.24435,128.15605,30.333333333333332,1.7000000000000002,18.666666666666668
974,대곡,2019-02-09,17.0,20.0,19.0,1.3,0.5,13.52,35.24435,128.15605,26.333333333333332,2.85,18.666666666666668
974,대곡,2019-02-10,17.0,20.0,19.0,2.1,1.9,9.78,35.24435,128.15605,37.0,1.1,18.666666666666668
974,대곡,2019-02-11,17.0,19.0,18.0,0.8,0.8,15.74,35.24435,128.15605,37.666666666666664,2.75,18.0
974,대곡,2019-02-12,16.0,19.0,18.0,0.6,0.5,14.75,35.24435,128.15605,52.333333333333336,1.0,17.666666666666668
974,대곡,2019-02-13,16.0,19.0,18.0,2.3,1.5,14.79,35.24435,128.15605,44.0,1.65,17.666666666666668
974,대곡,2019-02-14,16.0,19.0,18.0,2.5,2.2,12.54,35.24435,128.15605,47.0,0.9,17.666666666666668
974,대곡,2019-02-15,16.0,18.0,18.0,4.6,4.2,10.2,35.24435,128.15605,56.333333333333336,1.75,17.333333333333332
974,대곡,2019-02-16,16.0,18.0,18.0,2.3,1.9,15.34,35.24435,128.15605,41.333333333333336,3.35,17.333333333333332
974,대곡,2019-02-17,15.0,18.0,17.0,1.5,2.5,17.3,35.24435,128.15605,39.666666666666664,1.6,16.666666666666668
974,대곡,2019-02-18,15.0,18.0,17.0,2.1,0.1,6.92,35.24435,128.15605,48.666666666666664,0.5,16.666666666666668
974,대곡,2019-02-19,24.0,25.0,18.0,4.3,2.0,3.58,35.24435,128.15605,87.0,1.2000000000000002,22.333333333333332
974,대곡,2019-02-20,20.0,23.0,22.0,4.2,2.8,16.17,35.24435,128.15605,61.0,2.5999999999999996,21.666666666666668
974,대곡,2019-02-21,18.0,22.0,21.0,3.6,3.0,16.21,35.24435,128.15605,64.66666666666667,0.9,20.333333333333332
974,대곡,2019-02-22,18.0,21.0,20.0,4.0,0.8,11.05,35.24435,128.15605,68.66666666666667,0.5,19.666666666666668
974,대곡,2019-02-23,17.0,20.0,20.0,4.9,4.7,15.16,35.24435,128.15605,69.66666666666667,1.1,19.0
974,대곡,2019-02-24,17.0,20.0,19.0,5.2,5.3,16.21,35.24435,128.15605,69.33333333333333,0.8,18.666666666666668
974,대곡,2019-02-25,16.0,19.0,19.0,6.2,6.9,16.26,35.24435,128.15605,63.333333333333336,1.0,18.0
974,대곡,2019-02-26,16.0,19.0,18.0,6.2,6.0,16.17,35.24435,128.15605,56.333333333333336,1.05,17.666666666666668
974,대곡,2019-02-27,16.0,19.0,18.0,8.4,6.2,9.09,35.24435,128.15605,64.33333333333333,0.75,17.666666666666668
974,대곡,2019-02-28,16.0,19.0,18.0,8.0,8.5,13.59,35.24435,128.15605,64.66666666666667,0.8500000000000001,17.666666666666668
974,대곡,2019-03-01,16.0,19.0,18.0,6.0,6.0,16.79,35.24435,128.15605,61.0,0.9,17.666666666666668
974,대곡,2019-03-02,15.0,18.0,18.0,7.3,6.7,13.6,35.24435,128.15605,60.333333333333336,0.95,17.0
974,대곡,2019-03-03,15.0,18.0,17.0,10.0,9.7,9.77,35.24435,128.15605,56.333333333333336,0.8,16.666666666666668
974,대곡,2019-03-04,15.0,18.0,17.0,10.0,10.2,14.48,35.24435,128.15605,55.333333333333336,1.4,16.666666666666668
974,대곡,2019-03-05,14.0,18.0,17.0,7.8,7.2,11.52,35.24435,128.15605,65.33333333333333,0.8500000000000001,16.333333333333332
974,대곡,2019-03-06,14.0,18.0,17.0,8.8,9.0,10.03,35.24435,128.15605,75.66666666666667,0.9,16.333333333333332
974,대곡,2019-03-07,14.0,18.0,17.0,7.6,7.7,15.72,35.24435,128.15605,55.333333333333336,1.65,16.333333333333332
974,대곡,2019-03-08,14.0,17.0,17.0,5.5,7.7,18.48,35.24435,128.15605,66.33333333333333,0.95,16.0
974,대곡,2019-03-09,14.0,17.0,16.0,7.7,10.3,15.3,35.24435,128.15605,66.66666666666667,1.1,15.666666666666666
974,대곡,2019-03-10,18.0,17.0,16.0,7.0,5.3,3.29,35.24435,128.15605,85.0,2.05,17.0
974,대곡,2019-03-11,19.0,22.0,20.0,6.1,6.2,12.63,35.24435,128.15605,77.33333333333333,1.15,20.333333333333332
974,대곡,2019-03-12,18.0,21.0,20.0,6.2,7.6,16.32,35.24435,128.15605,66.66666666666667,2.55,19.666666666666668
974,대곡,2019-03-13,17.0,21.0,19.0,5.1,5.1,18.87,35.24435,128.15605,32.333333333333336,2.8,19.0
974,대곡,2019-03-14,17.0,20.0,19.0,4.3,7.5,20.21,35.24435,128.15605,51.0,1.25,18.666666666666668
974,대곡,2019-03-15,16.0,20.0,19.0,3.9,1.0,13.78,35.24435,128.15605,69.33333333333333,1.7000000000000002,18.333333333333332
974,대곡,2019-03-16,16.0,19.0,18.0,5.7,7.8,19.23,35.24435,128.15605,61.0,1.65,17.666666666666668
974,대곡,2019-03-17,16.0,19.0,18.0,6.5,8.6,20.34,35.24435,128.15605,57.0,1.45,17.666666666666668
974,대곡,2019-03-18,16.0,19.0,18.0,7.3,8.3,13.61,35.24435,128.15605,62.0,1.25,17.666666666666668
974,대곡,2019-03-19,15.0,19.0,18.0,11.2,13.4,18.66,35.24435,128.15605,57.0,1.05,17.333333333333332
974,대곡,2019-03-20,15.0,18.0,18.0,10.5,10.2,6.96,35.24435,128.15605,76.33333333333333,0.95,17.0
974,대곡,2019-03-21,20.0,24.0,22.0,13.5,13.5,16.33,35.24435,128.15605,61.333333333333336,4.0,22.0
974,대곡,2019-03-22,18.0,22.0,21.0,8.7,12.4,21.74,35.24435,128.15605,41.333333333333336,3.05,20.333333333333332
974,대곡,2019-03-23,17.0,21.0,20.0,6.0,8.4,19.25,35.24435,128.15605,38.666666666666664,2.55,19.333333333333332
974,대곡,2019-03-24,16.0,20.0,19.0,4.6,10.1,22.5,35.24435,128.15605,51.0,1.6,18.333333333333332
974,대곡,2019-03-25,16.0,20.0,19.0,5.1,7.3,14.84,35.24435,128.15605,61.333333333333336,1.25,18.333333333333332
974,대곡,2019-03-26,16.0,19.0,19.0,8.2,10.8,20.53,35.24435,128.15605,58.666666666666664,1.2999999999999998,18.0
974,대곡,2019-03-27,15.0,19.0,18.0,10.9,14.1,19.55,35.24435,128.15605,53.0,2.8,17.333333333333332
974,대곡,2019-03-28,15.0,19.0,18.0,12.6,15.7,17.67,35.24435,128.15605,61.666666666666664,1.35,17.333333333333332
974,대곡,2019-03-29,15.0,18.0,18.0,12.7,16.4,16.5,35.24435,128.15605,70.33333333333333,1.05,17.0
974,대곡,2019-03-30,14.0,18.0,18.0,10.3,12.4,17.15,35.24435,128.15605,53.0,3.15,16.666666666666668
974,대곡,2019-03-31,14.0,18.0,17.0,6.1,11.2,24.03,35.24435,128.15605,35.333333333333336,3.9499999999999997,16.333333333333332
974,대곡,2019-04-01,14.0,17.0,17.0,5.0,8.8,21.91,35.24435,128.15605,41.666666666666664,2.55,16.0
974,대곡,2019-04-02,13.0,17.0,17.0,7.5,12.8,23.43,35.24435,128.15605,37.0,1.6,15.666666666666666
974,대곡,2019-04-03,13.0,17.0,16.0,7.7,13.8,23.56,35.24435,128.15605,33.333333333333336,1.7000000000000002,15.333333333333334
974,대곡,2019-04-04,13.0,17.0,16.0,9.0,14.7,22.66,35.24435,128.15605,42.666666666666664,1.5,15.333333333333334
974,대곡,2019-04-05,13.0,16.0,16.0,11.8,15.8,20.33,35.24435,128.15605,45.666666666666664,1.7999999999999998,15.0
974,대곡,2019-04-06,12.0,16.0,16.0,11.2,16.6,21.92,35.24435,128.15605,43.666666666666664,1.55,14.666666666666666
974,대곡,2019-04-07,12.0,16.0,16.0,11.5,10.0,7.33,35.24435,128.15605,73.0,1.1,14.666666666666666
974,대곡,2019-04-08,14.0,16.0,16.0,14.2,17.2,18.9,35.24435,128.15605,50.666666666666664,1.7999999999999998,15.333333333333334
974,대곡,2019-04-09,14.0,17.0,16.0,9.8,10.5,11.64,35.24435,128.15605,63.666666666666664,2.2,15.666666666666666
974,대곡,2019-04-10,20.0,24.0,23.0,7.9,8.8,6.99,35.24435,128.15605,74.33333333333333,2.8,22.333333333333332
974,대곡,2019-04-11,18.0,22.0,21.0,9.0,11.4,13.11,35.24435,128.15605,64.33333333333333,0.8500000000000001,20.333333333333332
974,대곡,2019-04-12,17.0,21.0,20.0,10.8,16.1,21.52,35.24435,128.15605,52.0,1.15,19.333333333333332
974,대곡,2019-04-13,16.0,20.0,20.0,10.1,14.3,15.52,35.24435,128.15605,52.333333333333336,1.2999999999999998,18.666666666666668
974,대곡,2019-04-14,16.0,19.0,19.0,11.6,12.2,9.21,35.24435,128.15605,53.333333333333336,2.3,18.0
974,대곡,2019-04-15,15.0,19.0,19.0,10.5,16.7,24.06,35.24435,128.15605,52.0,1.2000000000000002,17.666666666666668
974,대곡,2019-04-16,15.0,18.0,18.0,12.5,17.0,19.14,35.24435,128.15605,48.333333333333336,1.05,17.0
974,대곡,2019-04-17,14.0,18.0,18.0,14.2,17.2,19.01,35.24435,128.15605,58.666666666666664,1.2999999999999998,16.666666666666668
974,대곡,2019-04-18,14.0,18.0,18.0,14.3,17.6,22.87,35.24435,128.15605,57.666666666666664,1.7000000000000002,16.666666666666668
974,대곡,2019-04-19,13.0,17.0,17.0,12.2,13.4,5.3,35.24435,128.15605,69.33333333333333,1.4,15.666666666666666
974,대곡,2019-04-20,13.0,17.0,17.0,14.0,19.0,22.94,35.24435,128.15605,63.666666666666664,1.15,15.666666666666666
974,대곡,2019-04-21,13.0,17.0,17.0,16.0,18.0,14.15,35.24435,128.15605,64.66666666666667,0.75,15.666666666666666
974,대곡,2019-04-22,12.0,16.0,16.0,17.1,19.6,19.74,35.24435,128.15605,61.0,1.2999999999999998,14.666666666666666
974,대곡,2019-04-23,11.0,16.0,16.0,14.5,15.0,5.46,35.24435,128.15605,67.66666666666667,0.6499999999999999,14.333333333333334
974,대곡,2019-04-24,14.0,16.0,16.0,17.9,18.5,8.48,35.24435,128.15605,71.66666666666667,0.8,15.333333333333334
974,대곡,2019-04-25,16.0,16.0,16.0,15.4,16.0,4.23,35.24435,128.15605,72.33333333333333,1.2999999999999998,16.0
974,대곡,2019-04-26,16.0,17.0,16.0,11.8,13.1,6.52,35.24435,128.15605,77.0,2.4000000000000004,16.333333333333332
974,대곡,2019-04-27,16.0,17.0,16.0,11.6,15.0,23.99,35.24435,128.15605,58.333333333333336,1.4500000000000002,16.333333333333332
974,대곡,2019-04-28,15.0,17.0,16.0,11.7,14.2,16.16,35.24435,128.15605,59.0,0.8500000000000001,16.0
974,대곡,2019-04-29,14.0,17.0,16.0,10.9,11.5,2.1,35.24435,128.15605,72.66666666666667,1.1,15.666666666666666
974,대곡,2019-04-30,19.0,23.0,22.0,15.4,16.8,14.78,35.24435,128.15605,70.66666666666667,1.15,21.333333333333332
974,대곡,2019-05-01,18.0,21.0,20.0,16.7,16.8,17.96,35.24435,128.15605,56.333333333333336,1.5,19.666666666666668
974,대곡,2019-05-02,16.0,20.0,19.0,15.9,15.9,26.08,35.24435,128.15605,53.333333333333336,1.35,18.333333333333332
974,대곡,2019-05-04,14.0,18.0,18.0,16.3,15.0,22.07,35.24435,128.15605,55.0,0.95,16.666666666666668
974,대곡,2019-05-05,13.0,17.0,17.0,17.2,16.6,23.65,35.24435,128.15605,53.0,1.55,15.666666666666666
974,대곡,2019-05-06,12.0,17.0,17.0,14.7,16.2,22.3,35.24435,128.15605,56.666666666666664,1.5499999999999998,15.333333333333334
974,대곡,2019-05-07,12.0,16.0,16.0,13.4,15.6,26.22,35.24435,128.15605,55.333333333333336,1.2999999999999998,14.666666666666666
974,대곡,2019-05-08,11.0,16.0,16.0,13.9,13.6,19.75,35.24435,128.15605,50.666666666666664,1.05,14.333333333333334
974,대곡,2019-05-09,10.0,15.0,16.0,15.5,15.8,23.27,35.24435,128.15605,56.333333333333336,1.25,13.666666666666666
974,대곡,2019-05-10,10.0,15.0,15.0,16.4,15.5,23.93,35.24435,128.15605,48.333333333333336,0.8500000000000001,13.333333333333334
974,대곡,2019-05-11,9.0,14.0,15.0,17.4,16.0,25.2,35.24435,128.15605,48.666666666666664,0.95,12.666666666666666
974,대곡,2019-05-12,9.0,14.0,15.0,17.8,16.5,24.9,35.24435,128.15605,53.666666666666664,1.1,12.666666666666666
974,대곡,2019-05-13,8.0,13.0,14.0,17.8,16.2,22.03,35.24435,128.15605,55.666666666666664,1.2000000000000002,11.666666666666666
974,대곡,2019-05-14,8.0,13.0,14.0,20.4,19.4,22.74,35.24435,128.15605,68.0,1.4,11.666666666666666
974,대곡,2019-05-15,8.0,12.0,14.0,20.3,18.4,18.67,35.24435,128.15605,64.0,1.1,11.333333333333334
974,대곡,2019-05-16,7.0,12.0,13.0,20.5,19.2,24.41,35.24435,128.15605,56.0,1.0,10.666666666666666
974,대곡,2019-05-17,7.0,12.0,13.0,20.2,18.3,19.02,35.24435,128.15605,59.333333333333336,1.6,10.666666666666666
974,대곡,2019-05-18,14.0,11.0,13.0,17.3,16.0,4.19,35.24435,128.15605,89.0,2.35,12.666666666666666
974,대곡,2019-05-19,19.0,20.0,15.0,18.7,16.9,5.21,35.24435,128.15605,88.33333333333333,1.0,18.0
974,대곡,2019-05-20,19.0,23.0,22.0,17.5,16.3,15.54,35.24435,128.15605,61.666666666666664,2.35,21.333333333333332
974,대곡,2019-05-21,18.0,21.0,21.0,15.5,14.6,29.79,35.24435,128.15605,54.666666666666664,1.7999999999999998,20.0
974,대곡,2019-05-22,17.0,20.0,20.0,17.4,15.7,28.98,35.24435,128.15605,60.333333333333336,1.7000000000000002,19.0
974,대곡,2019-05-23,16.0,19.0,19.0,20.0,17.4,26.88,35.24435,128.15605,60.333333333333336,1.2000000000000002,18.0
974,대곡,2019-05-24,15.0,19.0,19.0,20.8,18.2,26.03,35.24435,128.15605,67.66666666666667,1.25,17.666666666666668
974,대곡,2019-05-25,14.0,18.0,18.0,21.5,18.9,20.51,35.24435,128.15605,64.33333333333333,0.75,16.666666666666668
974,대곡,2019-05-26,13.0,17.0,17.0,21.8,20.1,24.66,35.24435,128.15605,63.333333333333336,1.7000000000000002,15.666666666666666
974,대곡,2019-05-27,13.0,17.0,17.0,19.8,17.6,3.63,35.24435,128.15605,88.0,2.8,15.666666666666666
974,대곡,2019-05-28,19.0,23.0,22.0,17.9,18.3,25.86,35.24435,128.15605,53.0,2.1,21.333333333333332
974,대곡,2019-05-29,17.0,21.0,21.0,19.6,17.4,28.96,35.24435,128.15605,51.333333333333336,1.7000000000000002,19.666666666666668
974,대곡,2019-05-30,16.0,20.0,19.0,20.1,18.1,24.65,35.24435,128.15605,51.333333333333336,1.2999999999999998,18.333333333333332
974,대곡,2019-05-31,15.0,19.0,19.0,17.0,18.2,22.79,35.24435,128.15605,75.0,1.6,17.666666666666668
974,대곡,2019-06-01,14.0,18.0,18.0,18.5,18.7,22.18,35.24435,128.15605,71.33333333333333,0.95,16.666666666666668
974,대곡,2019-06-02,14.0,17.0,18.0,19.8,19.4,25.44,35.24435,128.15605,68.0,1.05,16.333333333333332
974,대곡,2019-06-03,13.0,17.0,17.0,21.5,22.8,26.37,35.24435,128.15605,65.0,1.05,15.666666666666666
974,대곡,2019-06-04,12.0,16.0,17.0,22.2,24.5,25.75,35.24435,128.15605,70.66666666666667,1.2000000000000002,15.0
974,대곡,2019-06-05,11.0,16.0,16.0,23.6,26.2,25.64,35.24435,128.15605,66.66666666666667,1.1,14.333333333333334
974,대곡,2019-06-06,10.0,15.0,16.0,21.3,23.1,16.13,35.24435,128.15605,76.33333333333333,1.5499999999999998,13.666666666666666
974,대곡,2019-06-07,19.0,20.0,17.0,18.8,18.8,6.65,35.24435,128.15605,90.33333333333333,1.25,18.666666666666668
974,대곡,2019-06-08,18.0,20.0,19.0,20.4,21.3,19.02,35.24435,128.15605,79.0,1.1,19.0
974,대곡,2019-06-09,17.0,19.0,18.0,20.4,22.8,26.2,35.24435,128.15605,69.0,1.5,18.0
974,대곡,2019-06-10,15.0,19.0,18.0,18.8,19.6,12.05,35.24435,128.15605,73.66666666666667,1.35,17.333333333333332
974,대곡,2019-06-11,15.0,18.0,17.0,19.0,21.7,20.07,35.24435,128.15605,74.0,1.15,16.666666666666668
974,대곡,2019-06-12,15.0,18.0,17.0,20.7,23.3,24.0,35.24435,128.15605,70.66666666666667,1.2000000000000002,16.666666666666668
974,대곡,2019-06-13,14.0,17.0,17.0,20.8,25.0,24.99,35.24435,128.15605,67.66666666666667,1.0,16.0
974,대곡,2019-06-14,13.0,16.0,16.0,18.7,19.4,7.36,35.24435,128.15605,81.0,0.85,15.0
974,대곡,2019-06-15,13.0,16.0,16.0,21.1,22.5,21.74,35.24435,128.15605,73.33333333333333,1.65,15.0
974,대곡,2019-06-16,12.0,16.0,16.0,20.4,22.0,22.44,35.24435,128.15605,71.0,1.35,14.666666666666666
974,대곡,2019-06-17,12.0,15.0,16.0,21.8,25.1,21.91,35.24435,128.15605,72.0,1.2999999999999998,14.333333333333334
974,대곡,2019-06-18,11.0,15.0,15.0,21.9,24.3,16.19,35.24435,128.15605,78.0,0.8,13.666666666666666
974,대곡,2019-06-19,10.0,15.0,15.0,22.0,26.4,18.14,35.24435,128.15605,82.33333333333333,0.8,13.333333333333334
974,대곡,2019-06-20,10.0,14.0,15.0,23.5,25.7,23.01,35.24435,128.15605,74.66666666666667,1.15,13.0
974,대곡,2019-06-21,10.0,14.0,14.0,24.5,27.4,25.86,35.24435,128.15605,69.0,1.25,12.666666666666666
974,대곡,2019-06-22,9.0,14.0,14.0,22.5,27.2,17.59,35.24435,128.15605,73.33333333333333,1.15,12.333333333333334
974,대곡,2019-06-23,9.0,13.0,14.0,21.4,24.2,24.73,35.24435,128.15605,71.66666666666667,1.25,12.0
974,대곡,2019-06-24,9.0,13.0,14.0,21.9,23.8,20.33,35.24435,128.15605,74.33333333333333,1.25,12.0
974,대곡,2019-06-25,9.0,13.0,14.0,22.9,26.6,25.02,35.24435,128.15605,72.0,1.2,12.0
974,대곡,2019-06-26,8.0,12.0,13.0,18.2,19.0,2.45,35.24435,128.15605,88.66666666666667,0.35,11.0
974,대곡,2019-06-27,22.0,25.0,25.0,24.1,24.1,13.34,35.24435,128.15605,77.0,0.6,24.0
974,대곡,2019-06-28,17.0,21.0,20.0,24.0,23.6,15.71,35.24435,128.15605,82.0,1.3,19.333333333333332
974,대곡,2019-06-29,16.0,19.0,19.0,20.6,19.5,2.51,35.24435,128.15605,95.66666666666667,0.55,18.0
974,대곡,2019-06-30,19.0,22.0,22.0,23.8,22.7,16.68,35.24435,128.15605,71.0,0.9500000000000001,21.0
974,대곡,2019-07-01,17.0,20.0,20.0,23.6,21.9,8.44,35.24435,128.15605,78.66666666666667,0.65,19.0
974,대곡,2019-07-02,16.0,19.0,19.0,24.0,23.4,22.98,35.24435,128.15605,79.33333333333333,0.85,18.0
974,대곡,2019-07-03,15.0,18.0,18.0,23.2,21.7,16.67,35.24435,128.15605,77.0,0.7,17.0
974,대곡,2019-07-04,14.0,18.0,17.0,24.5,23.4,24.31,35.24435,128.15605,73.0,0.75,16.333333333333332
974,대곡,2019-07-05,12.0,17.0,17.0,24.5,24.5,21.17,35.24435,128.15605,74.66666666666667,0.7,15.333333333333334
974,대곡,2019-07-06,11.0,16.0,16.0,24.2,24.8,26.69,35.24435,128.15605,56.0,1.6,14.333333333333334
974,대곡,2019-07-07,9.0,15.0,16.0,22.7,22.9,19.3,35.24435,128.15605,67.66666666666667,1.75,13.333333333333334
974,대곡,2019-07-08,8.0,14.0,15.0,22.7,23.7,17.7,35.24435,128.15605,66.66666666666667,1.3,12.333333333333334
974,대곡,2019-07-09,7.0,14.0,15.0,22.5,22.5,13.24,35.24435,128.15605,67.0,1.65,12.0
974,대곡,2019-07-10,7.0,13.0,14.0,21.1,19.8,4.08,35.24435,128.15605,75.33333333333333,1.35,11.333333333333334
974,대곡,2019-07-11,11.0,13.0,14.0,23.7,22.1,12.47,35.24435,128.15605,77.66666666666667,0.9,12.666666666666666
974,대곡,2019-07-12,11.0,13.0,14.0,23.6,22.5,23.28,35.24435,128.15605,75.0,1.15,12.666666666666666
974,대곡,2019-07-13,9.0,13.0,14.0,22.5,20.6,10.42,35.24435,128.15605,88.66666666666667,0.6,12.0
974,대곡,2019-07-14,9.0,13.0,14.0,23.1,22.0,15.5,35.24435,128.15605,87.66666666666667,0.85,12.0
974,대곡,2019-07-15,9.0,13.0,14.0,23.8,22.0,15.42,35.24435,128.15605,80.0,0.85,12.0
974,대곡,2019-07-16,19.0,18.0,14.0,23.5,22.1,20.89,35.24435,128.15605,64.33333333333333,1.1,17.0
974,대곡,2019-07-17,17.0,19.0,16.0,24.2,22.4,21.01,35.24435,128.15605,55.333333333333336,0.75,17.333333333333332
974,대곡,2019-07-18,22.0,25.0,24.0,22.5,20.4,5.57,35.24435,128.15605,84.33333333333333,0.75,23.666666666666668
974,대곡,2019-07-19,19.0,22.0,22.0,23.6,20.1,2.15,35.24435,128.15605,95.66666666666667,0.9,21.0
974,대곡,2019-07-20,23.0,26.0,26.0,24.1,19.7,3.04,35.24435,128.15605,80.66666666666667,3.05,25.0
974,대곡,2019-07-21,20.0,24.0,23.0,25.3,21.4,12.27,35.24435,128.15605,65.0,2.05,22.333333333333332
974,대곡,2019-07-22,17.0,21.0,20.0,27.2,24.3,20.45,35.24435,128.15605,80.66666666666667,1.15,19.333333333333332
974,대곡,2019-07-23,15.0,19.0,19.0,27.4,25.1,20.97,35.24435,128.15605,79.66666666666667,1.65,17.666666666666668
974,대곡,2019-07-24,14.0,18.0,18.0,26.6,23.1,11.51,35.24435,128.15605,81.0,1.5499999999999998,16.666666666666668
974,대곡,2019-07-25,13.0,17.0,18.0,26.8,23.3,7.82,35.24435,128.15605,87.33333333333333,1.15,16.0
974,대곡,2019-07-26,12.0,17.0,17.0,27.3,23.6,10.44,35.24435,128.15605,84.0,1.4500000000000002,15.333333333333334
974,대곡,2019-07-27,12.0,16.0,17.0,26.8,23.3,5.0,35.24435,128.15605,90.33333333333333,0.5,15.0
974,대곡,2019-07-28,12.0,16.0,16.0,27.8,24.4,17.32,35.24435,128.15605,77.33333333333333,1.9,14.666666666666666
974,대곡,2019-07-29,10.0,16.0,16.0,27.5,25.3,19.07,35.24435,128.15605,77.66666666666667,1.5499999999999998,14.0
